,acc,uar,epoch,dataset
fold1,0.6625592417061611,0.6901459023050955,28,iemocap_crema-d
fold2,0.6844512195121951,0.7155901539209033,22,iemocap_crema-d
fold3,0.6544930321960596,0.6748267726039601,27,iemocap_crema-d
fold4,0.6854103343465046,0.6594930731670569,28,iemocap_crema-d
fold5,0.651183970856102,0.6770974516590036,19,iemocap_crema-d
average,0.6676195597234044,0.6834306707312038,19,iemocap_crema-d
